"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"5639","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5640","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5641","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5642","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5643","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5644","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5645","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5646","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5647","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5648","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5649","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5650","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5651","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5652","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5653","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5654","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5655","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5656","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5657","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5658","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5659","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5660","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5661","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5662","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5663","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5664","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5665","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5666","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5667","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5668","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5669","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5670","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5671","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5672","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5673","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5674","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5675","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5676","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5677","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5678","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5679","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5680","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5681","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5682","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5683","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5684","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5685","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5686","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5687","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5688","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5689","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5690","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5691","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5692","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5693","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5694","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5695","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5696","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5697","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5698","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5699","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5700","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5701","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5702","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5703","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5704","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5705","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5706","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5707","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5708","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5709","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5710","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5711","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5712","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5713","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5714","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5715","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5716","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5717","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5718","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5719","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5720","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5721","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5722","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5723","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5724","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5725","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5726","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5727","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5728","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5729","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5730","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5731","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5732","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5733","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5734","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5735","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5736","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5737","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5738","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5739","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5740","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5741","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5742","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5743","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5744","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5745","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5746","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5747","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5748","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5749","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5750","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5751","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5752","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5753","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5754","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5755","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5756","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5757","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5758","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5759","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5760","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5761","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5762","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5763","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5764","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5765","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5766","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5767","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5768","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5769","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5770","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5771","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5772","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5773","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5774","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5775","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5776","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5777","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5778","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5779","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5780","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5781","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5782","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5783","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5784","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5785","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5786","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5787","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5788","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5789","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5790","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5791","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5792","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5793","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5794","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5795","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5796","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5797","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5798","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5799","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5800","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5801","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5802","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5803","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5804","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5805","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5806","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5807","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5808","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5809","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5810","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5811","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5812","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5813","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5814","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5815","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5816","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5817","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5818","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5819","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5820","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5821","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5822","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5823","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5824","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5825","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5826","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5827","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5828","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5829","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5830","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5831","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5832","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5833","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5834","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5835","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5836","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5837","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5838","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5839","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5840","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5841","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5842","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5843","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5844","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5845","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5846","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5847","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5848","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5849","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5850","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5851","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5852","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5853","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5854","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5855","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5856","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5857","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5858","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5859","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5860","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5861","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5862","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5863","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5864","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5865","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5866","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5867","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5868","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5869","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5870","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5871","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5872","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5873","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5874","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5875","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5876","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5877","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5878","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5879","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5880","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5881","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5882","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5883","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5884","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5885","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5886","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5887","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5888","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5889","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5890","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5891","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5892","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5893","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5894","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5895","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5896","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5897","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5898","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5899","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5900","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5901","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5902","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5903","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5904","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5905","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5906","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5907","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5908","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5909","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5910","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5911","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5912","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5913","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5914","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5915","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5916","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5917","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5918","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5919","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5920","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5921","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5922","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5923","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5924","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5925","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5926","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5927","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5928","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5929","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5930","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5931","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5932","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5933","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5934","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5935","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5936","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5937","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5938","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5939","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5940","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5941","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5942","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5943","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5944","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5945","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5946","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5947","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5948","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5949","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5950","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5951","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5952","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5953","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5954","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5955","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5956","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5957","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5958","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5959","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5960","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5961","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5962","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5963","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5964","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5965","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5966","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5967","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5968","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5969","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5970","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5971","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5972","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5973","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5974","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5975","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5976","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5977","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5978","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5979","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5980","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5981","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5982","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5983","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5984","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5985","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5986","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5987","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5988","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5989","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5990","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5991","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5992","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5993","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5994","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5995","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5996","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5997","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5998","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5999","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6000","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6001","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6002","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6003","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6004","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"6005","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
